Domain;Kingdom;Filum;Class;Organism;Organism Full Name;Year;Source
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pmq;Paenibacillus mucilaginosus 3016;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pmw;Paenibacillus mucilaginosus K02;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pta;Paenibacillus terrae;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;plv;Paenibacillus larvae;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;psab;Paenibacillus sabinae;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pdu;Paenibacillus durus;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pbd;Paenibacillus borealis;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pgm;Paenibacillus graminis;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pod;Paenibacillus odorifer;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paen;Paenibacillus sp. FSL P4-0081;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paef;Paenibacillus sp. FSL R5-0345;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paeq;Paenibacillus sp. FSL R5-0912;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pste;Paenibacillus stellifer;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paea;Paenibacillus sp. FSL R7-0273;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paee;Paenibacillus sp. FSL R7-0331;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paeh;Paenibacillus sp. FSL H7-0357;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paej;Paenibacillus sp. FSL H7-0737;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pbj;Paenibacillus beijingensis;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pih;Paenibacillus sp. IHBB 10380;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pri;Paenibacillus riograndensis;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pson;Paenibacillus sonchi;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;ppeo;Paenibacillus peoriae;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pnp;Paenibacillus naphthalenovorans;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pow;Paenibacillus sp. 32O-W;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pbv;Paenibacillus bovis;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pxl;Paenibacillus xylanexedens;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pyg;Paenibacillus yonginensis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pswu;Paenibacillus swuensis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pdh;Paenibacillus donghaensis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pib;Paenibacillus ihbetae;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pcx;Paenibacillus crassostreae;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pkb;Paenibacillus kribbensis;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;paih;Paenibacillus sp. IHB B 3084;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pvo;Paenibacillus vortex;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;plw;Paenibacillus lautus;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;plen;Paenibacillus lentus;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;ppsc;Paenibacillus psychroresistens;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;plut;Paenibacillus lutimineralis;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;palb;Paenibacillus albus;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pchi;Paenibacillus chitinolyticus;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pbk;Paenibacillus baekrokdamisoli;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pprt;Paenibacillus protaetiae;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;pbac;Paenibacillus barcinonensis;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;prz;Paenibacillus rhizovicinus;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenibacillus;plyc;Paenibacillus lycopersici;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Thermobacillus;tco;Thermobacillus composti;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Aneurinibacillus;anx;Aneurinibacillus sp. XH2;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Aneurinibacillus;asoc;Aneurinibacillus soli;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Cohnella;coh;Cohnella candidum;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Cohnella;cohn;Cohnella abietis;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Saccharibacillus;saca;Saccharibacillus brassicae;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Alicyclobacillus;aac;Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Alicyclobacillus;aad;Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kyrpidia;bts;Kyrpidia tusciae;2010;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kyrpidia;kyr;Kyrpidia spormannii;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Tumebacillus;tum;Tumebacillus avium;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Tumebacillus;tab;Tumebacillus algifaecis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Effusibacillus;eff;Effusibacillus sp. skT53;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Solibacillus;siv;Solibacillus silvestris StLB046;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Solibacillus;ssil;Solibacillus silvestris DSM 12223;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Solibacillus;sob;Solibacillus sp. R5-41;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pln;Planococcus sp. PAMC 21323;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pku;Planococcus kocurii;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;prt;Planococcus rifietoensis;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pll;Planococcus versutus;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pana;Planococcus antarcticus;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pdg;Planococcus donghaensis;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;phc;Planococcus halocryophilus;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pmar;Planococcus sp. Y42;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;ppla;Planococcus plakortidis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pfae;Planococcus faecalis;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;plx;Planococcus sp. MB-3u-03;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pmat;Planococcus maritimus;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planococcus;pdec;Planococcus dechangensis;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Jeotgalibacillus;jeo;Jeotgalibacillus malaysiensis;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kurthia;kur;Kurthia sp. 11kri321;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kurthia;kzo;Kurthia zopfii;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;spsy;Sporosarcina psychrophila;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;spor;Sporosarcina sp. P33;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;spop;Sporosarcina sp. P37;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;sure;Sporosarcina ureae;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;spos;Sporosarcina sp. PTS2304;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Sporosarcina;spae;Sporosarcina pasteurii;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Rummeliibacillus;rst;Rummeliibacillus stabekisii;2016;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenisporosarcina;paek;Paenisporosarcina sp. K2R23-3;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Paenisporosarcina;panc;Paenisporosarcina antarctica;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planomicrobium;pgq;Planomicrobium glaciei;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Planomicrobium;play;Planomicrobium sp. Y50;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Viridibacillus;vij;Viridibacillus sp. JNUCC-6;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Novibacillus;ntr;Novibacillus thermophilus;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Laceyella;lfb;Laceyella sacchari;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Thermoactinomyces;tvu;Thermoactinomyces vulgaris;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kroppenstedtia;kpul;Kroppenstedtia pulmonis;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Kroppenstedtia;keb;Kroppenstedtia eburnea;2020;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Polycladomyces;pabs;Polycladomyces abyssicola;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lla;Lactococcus lactis subsp. lactis Il1403;2001;RefSeq
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llk;Lactococcus lactis subsp. lactis KF147;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llt;Lactococcus lactis subsp. lactis CV56;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lls;Lactococcus lactis subsp. lactis IO-1;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lld;Lactococcus lactis subsp. lactis KLDS 4.0325;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llx;Lactococcus lactis subsp. lactis NCDO 2118;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llj;Lactococcus lactis AI06;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llm;Lactococcus lactis subsp. cremoris MG1363;2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llc;Lactococcus lactis subsp. cremoris SK11;2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llr;Lactococcus lactis subsp. cremoris A76;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lln;Lactococcus lactis subsp. cremoris NZ9000;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lli;Lactococcus lactis subsp. cremoris UC509.9;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;llw;Lactococcus lactis subsp. cremoris KW2;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lgr;Lactococcus garvieae ATCC 49156;2011;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lgv;Lactococcus garvieae Lg2;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lpk;Lactococcus piscium;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lrn;Lactococcus raffinolactis;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lact;Lactococcus allomyrinae;2018;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lack;Lactococcus sp. KACC 19320;2019;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lti;Lactococcus taiwanensis;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lcar;Lactococcus carnosus;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactococcus;lpaa;Lactococcus paracarnosus;2021;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spy;Streptococcus pyogenes M1 GAS (serotype M1);2001;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spz;Streptococcus pyogenes MGAS5005 (serotype M1);2005;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spym;Streptococcus pyogenes M1 476 (serotype M1);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spya;Streptococcus pyogenes A20 (serotype M1);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spm;Streptococcus pyogenes MGAS8232 (serotype M18);2002;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spg;Streptococcus pyogenes MGAS315 (serotype M3);2002;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sps;Streptococcus pyogenes SSI-1 (serotype M3);2003;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sph;Streptococcus pyogenes MGAS10270 (serotype M2);2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spi;Streptococcus pyogenes MGAS10750 (serotype M4);2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spj;Streptococcus pyogenes MGAS2096 (serotype M12);2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spk;Streptococcus pyogenes MGAS9429 (serotype M12);2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spf;Streptococcus pyogenes Manfredo (serotype M5);2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spa;Streptococcus pyogenes MGAS10394 (serotype M6);2004;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spb;Streptococcus pyogenes MGAS6180 (serotype M28);2005;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stg;Streptococcus pyogenes MGAS15252 (serotype M59);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stx;Streptococcus pyogenes MGAS1882 (serotype M59);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;soz;Streptococcus pyogenes NZ131 (serotype M49);2008;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stz;Streptococcus pyogenes Alab49 (serotype M53);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spyh;Streptococcus pyogenes HSC5 (serotype M14);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spyo;Streptococcus pyogenes STAB901 (serotype M44);2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spn;Streptococcus pneumoniae TIGR4 (virulent serotype 4);2001;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spd;Streptococcus pneumoniae D39 (virulent serotype 2);2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spr;Streptococcus pneumoniae R6 (avirulent serotype 2);2001;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spw;Streptococcus pneumoniae CGSP14 (serotype 14);2008;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sjj;Streptococcus pneumoniae JJA (serotype 14);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snv;Streptococcus pneumoniae INV200 (serotype 14);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spx;Streptococcus pneumoniae G54 (serotype 19F);2008;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snt;Streptococcus pneumoniae Taiwan19F-14 (serotype 19F);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snd;Streptococcus pneumoniae ST556 (serotype 19F);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spnn;Streptococcus pneumoniae A026 (serotype 19F);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sne;Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spv;Streptococcus pneumoniae Hungary19A 6 (serotype 19A);2008;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snc;Streptococcus pneumoniae TCH8431/19A (serotype 19A);2010;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snm;Streptococcus pneumoniae 70585 (serotype 5);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spp;Streptococcus pneumoniae P1031 (serotype 1);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sni;Streptococcus pneumoniae INV104 (serotype 1);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spng;Streptococcus pneumoniae gamPNI0373 (virulent serotype 1);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snb;Streptococcus pneumoniae 670-6B (serotype 6B);2010;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snp;Streptococcus pneumoniae AP200 (serotype 11A);2010;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snx;Streptococcus pneumoniae OXC141 (serotype 3);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;snu;Streptococcus pneumoniae SPNA45 (serotype 3);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spne;Streptococcus pneumoniae SPN034156 (serotype 3);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spnu;Streptococcus pneumoniae SPN034183 (serotype 3);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spnm;Streptococcus pneumoniae SPN994038 (serotype 3);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;spno;Streptococcus pneumoniae SPN994039 (serotype 3);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sag;Streptococcus agalactiae 2603 (serotype V);2002;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;san;Streptococcus agalactiae NEM316 (serotype III);2002;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sak;Streptococcus agalactiae A909 (serotype Ia);2005;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sgc;Streptococcus agalactiae GD201008-001 (serotype Ia);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sags;Streptococcus agalactiae SA20;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagl;Streptococcus agalactiae 2-22 (serotype Ib);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagm;Streptococcus agalactiae 09mas018883;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagi;Streptococcus agalactiae ILRI005;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagr;Streptococcus agalactiae ILRI112;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagp;Streptococcus agalactiae 138P;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagc;Streptococcus agalactiae 138spar;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagt;Streptococcus agalactiae COH1;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sage;Streptococcus agalactiae NGBS061;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagg;Streptococcus agalactiae NGBS572;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sagn;Streptococcus agalactiae CNCTC 10/84;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;smu;Streptococcus mutans UA159 (serotype c);2002;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;smc;Streptococcus mutans NN2025 (serotype c);2010;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;smut;Streptococcus mutans GS-5 (serotype c);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;smj;Streptococcus mutans LJ23 (serotype k);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;smua;Streptococcus mutans UA159-FR;2015;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stc;Streptococcus thermophilus CNRZ1066;2004;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stl;Streptococcus thermophilus LMG 18311;2004;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ste;Streptococcus thermophilus LMD-9;2006;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stn;Streptococcus thermophilus ND03;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stu;Streptococcus thermophilus JIM 8232;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;stw;Streptococcus thermophilus MN-ZLW-002;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sthe;Streptococcus thermophilus ASCC 1275;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sths;Streptococcus thermophilus S9;2017;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssa;Streptococcus sanguinis;2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssb;Streptococcus suis BM407 (serotype 2);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssu;Streptococcus suis 05ZYH33 (serotype 2);2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssv;Streptococcus suis 98HAH33 (serotype 2);2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssi;Streptococcus suis P1/7 (serotype 2);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sss;Streptococcus suis SC84 (serotype 2);2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssf;Streptococcus suis A7 (serotype 2);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssw;Streptococcus suis GZ1 (serotype 2);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sup;Streptococcus suis S735 (serotype 2);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssus;Streptococcus suis SC070731 (serotype 2);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sst;Streptococcus suis ST3 (serotype 3);2011;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssuy;Streptococcus suis YB51 (serotype 3);2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssk;Streptococcus suis D12 (serotype 9);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssq;Streptococcus suis D9 (serotype 7);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sui;Streptococcus suis JS14 (serotype 14);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;suo;Streptococcus suis SS12 (serotype 1/2);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;srp;Streptococcus suis ST1 (serotype 1);2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssut;Streptococcus suis TL13 (serotype 16);2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;ssui;Streptococcus suis T15;2013;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sgo;Streptococcus gordonii;2007;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sez;Streptococcus equi subsp. zooepidemicus MGCS10565;2008;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;seq;Streptococcus equi subsp. zooepidemicus H70;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sezo;Streptococcus equi subsp. zooepidemicus ATCC 35246;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sequ;Streptococcus equi subsp. zooepidemicus CY;2014;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;seu;Streptococcus equi subsp. equi 4047;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sub;Streptococcus uberis;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sds;Streptococcus dysgalactiae subsp. equisimilis GGS_124;2009;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sdg;Streptococcus dysgalactiae subsp. equisimilis ATCC 12394;2012;GenBank
Prokaryotes;Bacteria;Firmicutes - Bacilli;Streptococcus;sda;Streptococcus dysgalactiae subsp. equisimilis RE378;2012;GenBank
